source,target
8646,Q8N2W7
8647,O95342
8648,Q15788
8649,Q9UHA4
865,Q13951
865,A0A024R6X2
8651,O15524
8651,Q4JHT5
8653,A0A024R9A4
8653,O15523
8654,O76074
8654,G5E9C5
8659,P30038
8659,A0A024RAC7
866,P08185
866,A0A2Z4LCH4
8669,A0A024R5S5
8669,O75822
867,P22681
8671,A5JJ20
8671,Q9Y6R1
8672,A0A0A0MSA7
8672,O43432
8672,A0A804HJV5
8672,Q59GJ0
8674,O75379
8674,Q6IAZ3
8675,O14662
8675,B4DJX9
8676,O75558
8681,P0C869
8685,Q4ZG40
8685,Q9UEW3
8688,O76014
869,P23435
8692,Q12891
8698,O95977
87,A0A024R694
87,P12814
87,A0A7I2V4Y4
8702,B2RAZ5
8702,O60513
8702,B3KM35
8705,O96024
8705,Q5STJ7
8705,B3KQP5
8707,O43825
8710,O75635
8710,A8K3Q8
8712,O75459
8714,O15438
8714,Q86VN9
8715,O94818
8715,B4DLW2
8715,B3KRF4
8718,Q93038
8724,O60493
8731,O43148
8731,A8K946
8732,O60942
8732,B4DSJ8
8732,Q7Z3R6
8735,Q9UKX3
8736,P52179
8739,O00198
874,O75828
874,V9HW40
8740,O43557
8741,O75888
8741,Q2QBA2
8741,B3KR02
8745,A0A024R3W8
8745,E7EWD3
8745,O75077
8748,A0A494C0E3
8748,O43506
8749,Q9Y3Q7
8749,Q0VAI3
875,P35520
875,B7Z2D6
875,Q9NTF0
8760,O95674
8761,Q13310
8763,D6R9B4
8763,Q04900
8766,A0A024R5Z8
8766,P62491
8767,O43353
8767,A0A0S2Z4Z8
8771,O95407
8773,A0A024R9R8
8773,A8K287
8773,O00161
8774,Q6FHY4
8774,Q99747
8776,F8WA39
8776,Q13613
8776,Q8NEC6
8776,B7Z3D5
8778,O15389
8780,O14730
8780,B0YJ89
8780,B4E1Q4
8786,O94810
8786,Q4TT70
8786,B7Z285
8787,O75916
8787,A8K1G1
8788,P80370
8788,A0A024R6L1
8788,A8K019
8789,O00757
8792,Q9Y6Q6
8793,Q9UBN6
8794,O14798
8796,O95171
8798,Q9NR20
8798,B4E1A4
8798,D3JEN2
8800,B2R8C6
8800,O75192
8800,B4DMF6
8802,P53597
8803,Q9P2R7
8803,E5KS60
8803,Q9Y4T0
8805,O15164
8805,A0A024R784
8807,O95256
8808,Q9HB29
8809,Q13478
881,Q13939
881,Q8WX35
881,Q8WWB2
8811,O43603
8643,Q9Y6C5
8689,O76013
8756,A0A384MTL6
8756,Q9H2U9
8812,A0A024R6K1
8812,O75909
8814,Q00532
8814,A0A5H1ZRP5
8817,O76093
8817,A0A7U3JVY7
8819,O75446
8820,A1LQR0
8820,Q9UBX0
8821,E7EQN9
8821,O15327
8822,O60258
8822,A0A7U3JVY9
8824,O00748
8825,O14910
8828,O60462
8828,Q7Z3T9
8832,Q9UIB8
8833,P49915
8833,A0A140VJK6
8834,P17152
8835,A0A024RBD2
8835,O14508
8837,O15519
8837,A0A024R3Y3
8837,A0A024R3Y4
8837,A0A336TY74
8837,E9PAP3
8837,B4E361
8837,Q59F61
8838,A0A384NYW3
8838,O95389
8838,I6L968
8839,O76076
8842,A0A0A0N0M1
8842,O43490
8843,P49019
8844,Q8IVT5
885,P06307
885,Q6FG82
8851,Q15078
8851,Q8N619
8852,A0A384MQY7
8852,Q5JQC9
8854,O94788
8856,O75469
8856,F1D8P9
8857,Q9Y6R7
8858,P22891
8859,A0A1U9X8L3
8859,P49842
8867,O43426
8867,A0A0D9SGJ6
8867,C9JFZ1
8867,J3KQV8
8867,B9EGN3
8867,Q05CZ1
887,P32239
887,E9PIC8
8871,O15056
8871,A0A1W2PR85
8871,B4DG94
8874,A0A024RDY9
8874,E9PDQ5
8874,Q14155
8874,B7Z344
8874,B7Z6G2
8874,Q5W9H1
8875,O95498
8876,O95497
8878,Q13501
8879,O95470
8880,Q96AE4
8880,A0A384MDX9
8880,B4DT31
8881,A0A024RDZ2
8881,A0A3B3ISD2
8881,Q13042
8881,B2RCW0
8882,O75312
8884,Q9HD19
8884,Q9Y289
8886,Q9NVP1
8886,Q8N254
8888,O60318
8890,E7ERK9
8890,F8W8L6
8890,Q9UI10
8890,B4DUP5
8890,Q71US4
8890,Q9HBP7
8891,Q9NR50
8891,Q9HA31
8892,P49770
8892,Q53XC2
8894,P20042
8894,Q6IBR8
8896,P41223
8897,A0A024R1I2
8897,Q13615
8899,Q13523
8899,A0A024QZY5
890,P20248
8900,A0A140VJG0
8900,P78396
8905,A0A5F9ZHW1
8905,P56377
8905,Q549M9
8908,O15488
8908,B3KUV6
8908,Q1ZYL7
8909,P21128
891,P14635
8911,Q9P0X4
8913,O43497
8914,Q9UNS1
8916,Q15034
8916,B4DK41
8925,A0A024R5W0
8925,Q15751
8926,A0A024R0T6
8926,Q9Y675
8926,P63162
8927,Q9UPA5
8929,Q99453
8930,O95243
8932,Q9UBB5
8932,A0A024R2B8
8935,O75563
8935,B7Z5R3
8936,Q92558
8938,O94812
8940,A0A024R1C2
8940,O95985
8940,A8K4N2
8941,Q13319
8942,Q16719
8943,O14617
8945,A0A0S2Z4P6
8945,B7Z3H4
8945,Q9Y297
8945,B2R8L3
8945,Q68DS0
896,P30281
896,D6RI00
896,Q5T8J1
896,B3KP19
8968,P68431
8969,A4FTV9
8969,P0C0S8
8969,B2R5B3
8970,A0A024RCJ2
8970,P06899
8971,Q92522
8972,O43451
8973,Q15825
8975,Q92995
8975,A0A0A6YZ17
898,P24864
898,A0A0G3DHS8
898,V5W5X2
89832,P36544
89832,A0A0A6YYA8
89832,Q494W8
89853,A0A024R8B8
89853,Q9H7P6
8987,O95210
89870,Q5SRL0
89870,Q9C019
89874,Q9BQT8
8988,Q12988
8988,Q6ICS9
8989,O75762
899,P41002
899,Q59HD0
89910,A0A024RBI2
89910,Q7Z3V4
8993,O75594
8997,C9IZQ6
8997,O60229
8997,A0A804HKJ7
8997,A0A804HKT9
8999,Q92772
8999,A0A140VJG1
8999,J3KNE8
8999,B4DH08
9,P18440
9,F5H5R8
9,Q400J6
9118,Q16352
9145,O43759
901,A0A024RDC7
901,Q16589
9013,Q15572
9013,B3KUE8
9014,Q53T94
90141,Q9BUY7
9015,Q15573
9015,A8K4K5
9015,B4DS21
9016,F6SL11
9016,O95258
9016,B4DMK1
902,P51946
9020,Q99558
9020,Q68D39
9021,O14543
9021,Q6FI39
9022,O95833
9022,Q6FGP1
9023,O95992
90233,Q7Z340
9024,Q8IWQ3
9024,A0A024RCE9
9024,A0A140VJF6
9024,B4DLY3
9025,O76064
9027,Q9UHE5
90273,A0A0B4J1W4
90273,Q3KPI0
90273,A0A0G2JSC8
9028,O75783
9032,O14894
90333,Q5VIY5
9034,O00421
9034,B2R8C0
90362,A0A024R7V5
90362,Q8TC76
90362,B3KRT5
90379,Q66K64
904,O60563
904,A8K4M5
9043,O60271
9043,Q5JB53
9047,Q9NP31
9047,Q5UBZ2
9047,Q5UBZ3
9049,O00170
9049,A0A804HJ38
9049,A0A804HKL7
905,O60583
905,B4DH21
9050,A0A0S2Z4R2
9050,Q9H939
9050,A0A0S2Z505
9051,A0A0S2Z5P3
9051,O43586
9052,Q8NFJ5
9054,Q9Y697
9054,Q53FP3
9055,O43663
9055,A0A024RC67
9056,A0A0S2Z502
9056,Q9UM01
9057,A0A024R719
9057,Q92536
9058,Q13183
9063,A0A024RC49
9063,O75928
9063,Q2TA77
90634,A0A024RDR5
90634,A0A024RDV1
90634,Q5TBK1
90634,Q9Y273
90634,Q9UQP6
90665,A0A024R189
90665,Q9BQ87
9070,F5H8F7
9070,Q9UBL3
9070,B4DPT1
9071,P78369
9073,A0A0K0K1I9
9073,P56748
9076,A5JSJ9
9076,O95832
9077,O95661
9080,O95484
90806,Q5VTE6
90806,B7Z297
90806,B7Z5N3
90806,Q96AL9
9083,O14599
9084,O14598
9085,Q9Y6F8
9086,A6NJH9
9086,O14602
9088,Q99640
9088,Q0IJ49
909,P06126
9091,Q9BRB3
9091,B2RAU6
9093,Q53G26
9093,Q96EY1
9093,B3KM81
9093,Q59E88
9095,O60806
9095,B3KRD9
90957,Q6P158
9097,P54578
9098,P35125
9099,O75604
91,P36896
910,P29016
9100,Q14694
9100,A0A7G6J4N4
9104,Q15493
9104,V9HWF8
9107,Q9Y217
911,P29017
9110,Q9NYA4
91137,Q96AG3
91137,B4DY98
9119,O95678
912,P15813
912,A0A669KAZ2
912,A0A669KB34
9120,A0A024R8J3
9120,O15403
9121,O15375
9122,O15374
91227,A0A494C1J8
91227,Q14390
9123,O15427
9123,A0A024R8U1
9125,Q92600
9125,D5MQE1
9126,Q9UQE7
9128,O43172
9128,Q5T1M7
913,P15812
913,A2RRL5
91300,Q96D70
9131,O95831
9131,E9PMA0
9133,O95067
9134,A0A024R9B0
9134,O96020
9135,Q15276
9135,B4DMM4
91355,A4QPB2
91369,A8IK34
91369,Q6AI12
9138,Q92888
9138,A0A024R0R1
9139,O43439
914,P06729
914,Q53F96
9143,O43761
91442,A0A0S2Z5V6
91442,K7EKQ4
91442,Q9BTP7
9146,A0A0S2Z4R4
9146,O14964
9148,O76050
9148,B4DS86
9149,Q9Y463
9149,A0A024R0I0
9149,A0A024R0J6
9149,A0A024R0M8
915,B0YIY4
915,P04234
9150,A0A0A0MR03
9150,Q9Y5B0
9153,O43868
9153,Q2M2A7
9153,Q53H72
9154,O00337
9154,B7Z3L6
9154,B7Z3L5
9154,B7Z533
91543,C9J674
91543,Q8WXG1
9156,Q9UQ84
9156,A8K5H6
9158,O43427
916,P07766
9001,P54257
9038,O14804
90411,Q8NI22
90411,B4DF17
9048,Q5T4W7
9082,A2RUG3
9082,O14609
91289,Q9BU23
9169,Q99590
917,B0YIY5
917,P09693
9170,Q9HBW0
9170,A0A024R7M9
9172,P54296
9173,Q01638
91752,Q7Z570
91775,Q969Y0
91782,Q8WUX9
91782,B3KMN6
91782,B3KRZ9
91782,B3KUH0
9179,C9JC87
9179,O00189
9180,Q99650
9182,O75901
9183,O43264
9184,A0A140VJF3
9184,O43684
9185,Q8NFH8
91860,Q96GE6
919,P20963
9191,B1AQP5
9191,O75618
9194,O60669
9194,A0A024RBB2
9196,O43448
91966,Q8TE69
91977,Q8TDC0
92,P27037
920,P01730
920,A0A4Y5UGE4
920,B0AZV7
920,B4DT49
9200,B0YJ81
9202,Q5VZL5
9203,Q14202
9203,A8K3Z7
9205,Q9UJ78
92086,Q9BX51
92086,D3DW46
9209,Q9Y608
921,P06127
92104,Q86WT1
9211,A0A0S2Z4S7
9211,A0A0S2Z4X3
9211,A0A1B0GUD3
9211,O95970
9211,A0A0S2Z5G1
9212,Q96GD4
9214,O60667
92170,Q9BT17
9219,A0A024R534
9219,O94776
922,O43866
9221,Q14978
9221,B2RAU8
9221,Q96J17
92211,F1T0L2
92211,Q96JP9
9227,O95237
9228,A0A1B0GTN4
9229,A0A0A0MTP4
9229,A8MXQ8
9229,O14490
9229,Q6IS01
9229,B7Z2J5
923,P30203
923,Q6AZ88
923,Q8N4Q7
9232,O95997
9232,Q6IAL9
92335,Q7RTN6
92335,A0A1W2PQF1
92335,A0A1W2PS04
92335,J3QQS3
92335,J3QS66
92335,Q86YC8
92342,A0A024R8Y7
92342,O95568
92346,O95561
92346,Q5R3C7
9238,Q969Z0
9238,B4DU42
9238,B3KM73
9238,B3KRS4
924,J3QLC7
924,P09564
924,Q29VG3
9244,O75462
9245,A0A024R5T9
9245,O95395
92483,A0A140VJM9
92483,Q9BYZ2
925,P01732
925,Q6ZVS2
925,Q8TAW8
9252,O75582
9254,Q9NY47
9254,C9JE82
92552,Q9H3M9
92552,B4DYC7
92558,Q6ZP65
92579,Q9BUM1
92595,A0A024QZB2
92595,Q96H86
926,P10966
926,Q53QL8
9260,Q9NR12
9261,P49137
9262,O94768
9262,Q53QE7
9263,Q9UEE5
9265,O43739
9266,Q99418
9270,O14713
9270,B4DQY5
92703,Q8IXX5
9271,A0A024RBS5
9271,Q96J94
9282,O60244
9284,Q9UND3
9293,Q9Y2T5
9293,F2YGU0
9294,O95136
9294,A0A024R7B2
930,P15391
9306,A0A024R379
9306,O14544
93081,Q5JUR7
93081,A0A024RDZ1
93081,A0A0C4DFW4
931,A0A024R507
931,P11836
9310,Q14590
9311,Q9UHC3
9311,A0A090N7X8
9311,A0A090N8Q1
9311,A0A090N8Z6
93129,A0A024QZA7
93129,Q9BRQ5
9313,O60882
9315,Q16612
9318,P61201
9318,Q59EL2
9319,Q15645
932,Q96HJ5
9320,Q14669
9320,A0A6Q8PGG9
9320,A0A6Q8PHK0
9326,A0A024R0X8
9326,Q15649
9329,Q9UKN8
9329,B3KNH2
933,P20273
933,Q0EAF5
9331,G3XA83
9331,Q9UBX8
9331,Q8WZ95
9331,Q59GB5
9333,O43548
9333,B4DPS8
9334,O43286
9337,B7Z9U0
9337,Q9UFF9
93408,Q9BUA6
9210,O95972
9217,O95292
9217,Q53XM7
9218,Q9P0L0
9230,Q15907
9236,A0A024R5S7
9236,Q9ULG6
9248,Q13585
9342,O95721
9344,Q9UL54
9348,O95803
9350,O95813
9355,P50458
9355,B3KNJ5
9358,A0A024RDW7
9358,A0A087WY35
9358,O95965
9358,B4DN32
93594,E7ERK7
93594,Q96DN5
9362,O95741
9362,B3KWK1
9363,Q14088
9364,P51157
93643,A0A024RD56
93643,Q5JTD0
9365,Q9UEF7
93659,A0A0F7RQP8
93659,P0DN86
93664,Q86UW7
93664,X5DNG0
93664,B7ZM57
9368,O14745
9369,A0A0A0MR89
9369,A0A0U1RRJ0
9369,Q9HDB5
9369,Q9Y4C0
9370,A8K660
9370,Q15848
9370,B2R773
9373,Q9Y263
9377,P20674
9378,A0A0D9SEM5
9378,A0A0D9SEQ7
9378,A0A1D5RMU6
9378,E7EQN4
9378,E7ERL8
9378,H0Y568
9378,H7BYC7
9378,P58400
9378,Q9ULB1
9379,G5E9G7
9379,P58401
9379,Q9P2S2
9380,Q9UBQ7
9380,A0A384N605
9388,Q9Y5X9
9388,A0A024R2B5
9388,B4DTR8
939,P26842
9391,O76071
9397,O60551
9397,Q5VUC6
9397,B3KT39
93974,Q9UII2
9398,Q93033
940,P10747
940,B4E0L1
9400,A0A024R8M9
9400,A0A024R8S8
9400,O94762
9400,B3KQK2
9400,Q8WYH5
9402,O75791
9402,Q6FI14
9402,B7Z8E3
94025,Q8WXI7
94025,B3KY81
94026,Q96KW2
94027,A0A0F7RQF0
94027,P0DN87
9404,B7Z5P7
9404,O60711
9407,O60235
9407,B4DL57
9410,A0MNP2
9410,Q96DI7
94104,Q9Y5B6
94104,Q8N6E6
94115,A0A0F7RQP8
94115,P0DN86
9412,A0A024RAW0
9412,Q13503
9419,Q9P021
942,P42081
942,A0A0X9R4E0
942,A8K632
9420,O75881
9420,Q05C57
9421,O96004
94239,Q71UI9
9425,Q9Y232
9426,Q9Y6F7
9427,O95672
9427,A0A6F7YIA8
9439,Q9ULK4
9439,Q05DL5
944,A0A087X228
944,P32971
944,Q52M88
9440,Q9NVC6
9442,A0A024R8B7
9442,Q6P2C8
9443,O43513
9443,Q6IAZ5
9444,Q96PU8
9444,Q8WY44
9446,P78417
9446,V9HWG9
9447,O14862
9448,O95819
9448,B7Z3V5
9448,V9HWH3
945,P20138
945,Q546G0
9450,O95711
9452,O43736
9453,O95749
9453,A0A024R3R2
9454,Q9NSC5
9457,Q5TD97
946,A0A024R4K4
946,O43699
9462,Q9UJF2
9462,A8K2P3
9466,Q6UWB1
9468,Q9Y5K3
9469,Q7LGC8
9473,Q5TEJ8
9477,Q9H944
9477,B3KUJ9
9478,Q9NZU7
9479,Q9UQF2
9479,Q6NUQ9
9480,O95948
9482,Q9UNK0
9489,A0A024R8V5
9489,Q32NB8
9489,B4DLU3
949,Q8WTV0
949,A0A024RBS4
9491,A0A140VJT2
9491,Q5QPM7
9491,Q92530
9491,B4DXW9
9493,Q02241
9495,P24588
9495,Q6PG46
9497,Q9Y6M7
9497,E9PFN4
9497,B5M450
9498,Q2Y0W8
9499,A0A0C4DFM5
9499,B4DT68
9499,Q9UBF9
95,Q03154
95,V9HWA0
9506,O60829
9508,O15072
9508,B7Z2U9
9508,Q96AY5
9509,O95450
951,P11049
9514,A0A024R1D7
9514,Q99999
9514,B2R7S4
9515,E9PFI2
9515,Q9Y2K9
9515,B4DKF6
9517,O15270
9517,A0A024R6H1
9518,Q99988
9519,P62380
952,P28907
952,B4E006
9520,P55786
9520,E9PLK3
9520,A0A7I2V3W8
9520,B7Z899
93436,Q6NXE6
9351,Q15599
9352,O43396
9352,V9HW51
9356,Q4U2R8
9361,P36776
9376,Q8TCC7
9376,B2R807
9390,Q9Y226
9394,O60243
94,P37023
94,A0A0S2Z310
94081,Q9H9B4
9409,Q9Y5Y5
9413,A0A0A0MR12
9413,Q15884
9413,A0A6F8PH59
9413,Q8WU02
9423,O95631
9436,O95944
9437,A0A0A0MQZ0
9437,A0A0A0MR94
9437,A0A0A0MTU0
9437,O76036
9465,O43687
9465,Q2TAJ5
9465,Q9P0M2
9465,Q6P4D3
9467,A0A024R2J3
9467,O60239
9501,Q9UNE2
9501,A8K7D5
9522,A0A087WXB0
9522,O15126
9522,B4E2V7
9525,O75351
9525,A0A024R2C5
9529,A0A024R6M6
9529,Q9UL15
953,P49961
9530,O95429
9535,M0R1D2
9535,O60234
9536,O14684
9538,A0A024R3I8
9538,E9PK61
9538,O14681
9540,Q53FA7
9540,B4DMQ7
9541,Q86X95
9542,F5GZS7
9542,O14511
9552,I3L0X5
9552,O75391
9553,O75394
9555,O75367
956,O75355
9562,Q9UNW1
9563,O95479
9567,O00178
9568,H9NIL8
9568,O75899
957,O75356
957,A0A024R6B4
957,A0A024R6D3
957,G3V4I0
9570,A0A1W2PQE0
9570,A0A1W2PQM3
9570,A0A1W2PR02
9570,A0A1W2PRL0
9570,I3NI02
9570,O14653
9572,P20393
9572,F1D8S3
9573,Q9NR23
9576,A0A0A0MRT8
9576,A0A140VJU9
9576,O75602
9577,Q9NXR7
9582,Q9UH17
9585,Q96Q89
9586,Q02930
9589,A0A087X1R4
9589,Q15007
959,P29965
9595,O60759
9601,P13667
9601,A0A090N8Y2
9603,Q9Y4A8
9604,Q9UBS8
9604,B7Z229
9607,Q16568
9609,O95755
9611,A0A024RD47
9611,O75376
9611,Q6PGR4
9617,A0A024RDT1
9617,O75570
9618,A0A024QZ59
9618,A0A024QZ19
9618,Q9BUZ4
962,A0A087X1S7
962,P09326
9620,Q9NYQ6
9623,A0A024R6P4
9623,O95988
9625,H7C175
9625,Q6ZMQ8
9627,Q9Y6H5
9627,Q6L981
9627,Q6L983
9627,B7Z616
9627,B7Z995
9628,B7Z2N1
9628,P49758
9628,Q2M3K2
9628,B7Z2A0
963,P19397
963,B4DQB5
9631,O75694
9631,A0A024R071
9631,E9PF10
9631,B4DLT2
9632,A0A024QZM6
9632,P53992
9633,Q9Y4I5
9635,Q9UQC9
9637,Q9UHY8
9638,Q99689
9640,Q92610
9641,Q14164
9641,A0A075B7B4
9645,O94851
9650,A0A024R7W1
9650,Q15390
9650,B4E3G8
9653,Q7LGA3
9654,A0A024R424
9654,Q14679
9655,O75159
9656,A0A1U9XBC1
9656,Q14676
9656,A1Z5I9
9657,Q15051
9658,Q92618
9658,Q2YDX2
9659,A0A075B749
9659,A0A087WYE4
9659,Q5VU43
966,P13987
966,Q6FHM9
9662,Q66GS9
9663,Q92539
9666,Q86Y13
9670,O94829
9673,E9PGQ0
9673,Q96H78
9674,Q15053
96764,Q96RS0
9677,Q6PFW1
9677,B7WPL9
9679,Q14153
9683,O75113
9687,Q4ZG55
9688,Q8N1F7
969,Q07108
969,Q53ZX0
9690,Q15386
9692,O15091
9760,O94900
9764,O60268
9771,A8MQ07
9771,Q92565
9771,Q5JPD2
653659,Q1AE95
9693,Q9Y4G8
9695,A0A024R2D5
9695,Q92611
9699,Q9UQ26
9700,Q14674
9701,O75170
9702,Q86XR8
9704,Q14147
9705,O60284
9706,Q8IYT8
9708,Q9Y5G5
9709,Q15011
9709,A4UAE9
9709,Q53FP9
971,P21854
971,Q5TLG3
9712,Q92738
9712,X6RAB3
9715,Q86XD5
9715,O94871
9716,A0A024R9L1
9716,O60306
9717,O43304
9719,Q86TH1
9721,O60269
9722,O75052
9725,A1NY77
9725,O94886
9727,O75154
9729,Q6ZU52
973,P11912
9730,Q9Y4B6
9733,A0A499FI31
9733,Q15020
9734,Q9UKV0
9734,B7Z3P7
9734,A0A7P0T8F4
9734,A0A7P0TAB5
9735,P50748
9736,Q70CQ2
9739,O15047
974,P40259
9742,Q96RY7
9743,A7KAX9
9743,Q86T64
9744,Q15027
9745,O15090
9746,Q9BQT9
9748,Q9H2G2
9749,O75167
9750,A0A024QZY9
9750,A0A024R028
9750,A0A2R8Y7B3
9750,A0A2R8YEE0
9750,B7Z6U4
9750,F5GX51
9750,F5H029
9750,Q9Y4F9
9750,B7Z5J9
9750,B7Z6D6
9751,A0A3B3IRY9
9751,O15079
9752,Q9Y5H5
9753,O43309
9753,A0A804HJ42
9754,Q92502
9757,Q9UMN6
9758,Q14CM0
9762,O60299
9765,Q7Z3T8
9767,A0A024R1A2
9767,Q92613
9768,Q15004
9774,Q9NYF8
9776,O75143
9776,A8K0S6
9777,A0A024QYR3
9777,Q92544
9777,B4DH88
978,P32320
9783,Q9UJD0
9786,A0A087WYM5
9786,A0A494C171
9786,Q9BVV6
9786,B4DYW5
9786,B7Z7W7
9787,Q15398
9788,O43312
9788,A5YM41
9789,Q15005
9792,Q14140
9794,Q92585
9796,Q92561
9797,A0A024R2F3
9797,Q93075
9810,O75150
9810,A8K6K1
9813,O75071
9814,A8K8P3
9815,F8VXI9
9815,F8W822
9815,Q14161
9815,Q6FI58
9815,Q68DM7
9816,Q14146
9817,Q14145
9817,A0A024R7C0
9819,O75157
9819,B4DN36
9820,Q14999
9824,Q6P4F7
9825,Q9UM82
9825,A8K0S9
9825,B4DID4
9826,O15085
9829,O75061
983,P06493
983,A0A024QZJ8
983,B7Z3D6
983,I6L9I5
9830,A0A024R165
9830,Q14142
9831,O75123
9832,Q96AA8
9833,Q14680
9833,B7Z1G6
9837,Q14691
984,P21127
984,B4DII1
9842,Q9Y4G2
9846,Q9UQC2
9848,O75121
9849,Q6AHZ1
9856,A0A087X0U9
9856,Q5VV43
9865,Q7L0X0
9885,E7ET92
9885,Q9H1P3
9885,B4DKJ8
9890,Q7Z2D5
9892,E9PDG8
9892,O60641
9892,B7Z2N2
9897,E7EQI7
9897,Q12768
9899,Q7L1I2
9900,Q7L0J3
9900,B4E000
9901,O43295
9911,A0A0C4DFR1
9911,O75069
9911,Q8IW47
9956,Q9Y278
9957,A0A024R9R4
9957,O14792
998,P60953
998,A0A024RAA5
998,A0A024RAE6
9987,A0A024RDB5
9987,A0A087WUK2
9987,O14979
10000,Q9Y243
10000,A0A5F9ZHU3
10001,A0A087WYL7
10001,O75586
10002,Q9Y5X4
10002,F1D8Q9
10004,Q9UQQ1
10005,A0A494C0N6
10005,O14734
10009,Q86T24
100101267,B4DDR5
100101267,B4DET5
100101629,Q9UEU5
10011,Q9HD15
100128553,Q8IX94
100130958,A8MT33
100132247,A8MRT5
100132247,B4E0Y1
100132285,A0A0G2JPR7
100132285,A0A1W2PSB7
100132285,K7R1S5
100132285,P43631
100132285,Q14950
100132285,O43755
100132285,Q32MZ1
100132285,O75579
100132406,Q6P3W6
10014,Q9UQL6
10015,Q8WUM4
10016,O75340
10016,A0A024QZ42
10016,A0A087WZ38
10016,Q53FC3
100188893,Q96B49
10021,Q9Y3Q4
10023,Q92837
10026,Q92643
1003,P33151
1003,Q59EA3
10039,Q9Y6F1
10039,A0A024R318
10040,O75674
10040,Q8NI65
10042,Q9UGU5
10042,Q7Z641
10045,Q9BRG2
10045,A8K2M8
10053,Q9Y6Q5
10053,Q53GI5
10057,O15440
10059,O00429
10059,B4DYR6
10062,Q13133
10062,B4DXU5
10062,B5MBY7
10062,F1D8N1
10063,Q14061
10066,A0A140VK92
10066,O15127
10066,A8K769
10072,Q9NY33
10072,Q5JPB8
10075,Q7Z6Z7
10075,A0A024R9W5
196993,P0C5K7
2577,Q13069
2578,Q13070
26749,Q9UEU5
29798,P0DPF5
4104,P43359
55199,Q9NVL1
645037,Q13066
65012,Q8NG04
9103,P31995
9857,Q5VT06
9861,Q15008
9866,A0A2R8YEA1
9866,O15016
9869,Q15047
9874,Q9UKI8
9878,O94842
9879,A0A0C4DG89
9879,Q7L014
9880,O15060
9884,A6NMS7
9886,A0A024QZL4
9886,O94844
9887,E9PD50
9887,Q92540
9887,Q6TV06
9889,O75132
9898,Q14157
9898,F8W726
9898,B4DYY5
990,Q99741
990,A0A024R1S2
9904,Q9Y4C8
9905,B9A6J3
9905,O43147
9906,P0CK97
9908,A0A024RDB2
9908,A0A024RDE5
9908,Q9UN86
9909,O75064
991,Q12834
9914,O75185
9914,B3KR57
9918,Q15021
9918,B3KMS0
9918,B3KY03
9921,A0A024RBP0
9921,Q8N5U6
9923,F8WAI8
9923,Q9NUA8
9923,Q1RMZ5
9923,B3KR52
9925,O15062
9925,Q5T942
9927,O95140
9928,Q15058
993,P30304
993,A0A024R2R6
993,D8KXX0
993,K7N7S0
9931,P42694
9931,A0A024R8K8
9931,A0A2P0H7U5
9931,B7ZLW2
9938,P42331
9938,V9HWC8
9940,Q9Y238
9940,B1B5Y4
9941,Q9Y2C4
9942,O75191
9943,O95747
9947,O60732
995,P30307
995,B4DX61
9955,Q9Y663
9958,Q9Y4E8
996,G5EA36
996,P30260
996,B4DL80
9962,Q9UGH3
9962,A0A140VK48
9966,A0A0U5JA19
9966,O95150
9968,Q93074
997,A0A024R1Z1
997,P49427
9970,Q14994
9970,F1DAL4
9971,Q96RI1
9971,B6ZGS9
9971,F1DAL1
9980,Q9Y3R5
9982,Q14512
9985,O95072
9989,Q8TF05
999,P12830
999,A0A0U2ZQU7
999,B3GN61
999,Q9UII7
9990,A0A024R9I5
9990,A0A024R9K8
9990,Q9UHW9
9990,Q6NSI7
9991,A0A024R163
9991,O95758
9992,Q9Y6J6
9993,P98153
9993,B7Z3T5
9993,Q5CZ70
9993,Q8IWC8
9994,Q9UKL3
10079,O75110
10079,B4DR18
10079,Q2NLD0
10084,A0A0S2Z4V5
10084,O60828
10087,Q9Y5P4
10087,A0A024RAJ5
10087,A0A2R8Y7C5
1009,H3BUU9
1009,P55287
10092,O15511
10094,O15145
10095,O15143
10095,A4D275
10096,P61158
10096,A0A024RAI1
10096,B4DXW1
10098,P62079
10099,O60637
10105,P30405
10105,A0A024QZS4
10109,O15144
10109,A0A024R408
10109,Q53R19
10113,B5MC98
10113,Q9HCU5
10113,Q05DB2
10120,P42025
10127,O14978
10127,D3DUC1
10129,Q5TBA9
10130,Q15084
10130,A0A384NPU5
10134,P51572
10135,P43490
10135,A0A024R718
10137,Q9NTZ6
10139,A0A384P5U7
10139,Q13795
10139,B7ZKY8
10140,P50616
10142,A0A0A0MRF6
10142,Q6PJH3
10142,Q99996
10142,A0A7P0TBH8
10142,Q5GIA7
10160,A0A2X0TVY0
10160,C9JME2
10160,Q9Y4F1
10161,P43657
10161,A0A024RDT2
10161,B3KVQ5
10162,Q6P1A2
10163,Q9Y6W5
10169,P84101
10170,Q9BPW9
10175,B2R4P1
10175,O95406
10179,G3V1T9
10179,J3KPD3
10179,Q9Y580
10180,E9PGM9
10180,P78332
10180,A8K6Q4
10181,A0A024R2U6
10181,P52756
10184,A0A024RAM8
10184,Q6ZUX7
10186,A0A024RDR1
10186,Q9Y693
10188,Q07912
10188,A0A499FJ16
10188,A0A5F9ZGX5
10188,A0A5F9ZHJ2
10188,C9J1X3
10188,B3KXJ4
1019,P11802
1019,A0A024RBB6
10195,C9J7S5
10195,Q92685
10199,O00566
